time,prediction
1,0.3804432839037323
2,0.3733366934135979
3,0.33841505482872647
4,0.26425384099953575
5,0.369714926899429
6,0.353148026021039
7,0.4091992542462307
8,0.31650368466925327
9,0.4418635520297053
10,0.5407506922859499
11,0.33908572105761703
12,0.3779179820890219
13,0.459428865473588
14,0.3122387156334746
15,0.41885280498722005
16,0.34908088202527887
17,0.2924162935898329
18,0.4079974944986592
19,0.37835992572253274
20,0.39706542305609066
21,0.39356125984169754
22,0.33418422698623834
23,0.41451561300563633
24,0.36799455105099976
25,0.42151767487764175
26,0.4131350518845124
27,0.3687241477867108
28,0.2925876939475657
29,0.290250879611424
30,0.33624657969774685
31,0.3061978276432486
32,0.3002239626136481
33,0.34163565829752723
34,0.3212358680909883
35,0.38432666628110096
36,0.38533727015860486
37,0.45588376895068505
38,0.48824025967852513
39,0.4507951890570713
40,0.38856930719992044
41,0.4300374297150483
42,0.3487979361884324
43,0.46242743266314645
44,0.46776778482117465
45,0.419441004861303
46,0.38087677075369614
47,0.3711119564880968
48,0.35404099309929976
49,0.3909500444267075
50,0.5213456630542143
51,0.598591914823187
52,0.3680885472605635
53,0.353872757594106
54,0.4714479757502092
55,0.5199898692605859
56,0.48522189817300293
57,0.4118472492955189
58,0.407902380154953
59,0.40257647042165046
60,0.4176116488654065
61,0.4813368138746178
62,0.5579308273947607
63,0.7060936493312986
64,0.6185827619613378
65,0.4693265601394848
66,0.5327070187564561
67,0.46708892194295154
68,0.48557548097627723
69,0.5286516923891182
70,0.6133114317740883
71,0.5448227144103931
72,0.5638754289227024
73,0.7417370323705922
74,0.6947376916131989
75,0.5746562539586056
76,0.5776315735130864
77,0.6433236728508036
78,0.5827688171976262
79,0.6257969197417802
80,0.62230026619846
81,0.6112757130460619
82,0.5483098768093625
83,0.5592028247567915
84,0.5351068315792527
85,0.6175815805312703
86,0.671999591827572
87,0.6172307682353859
88,0.5871455383815516
89,0.6383895130899833
90,0.6525954891703766
91,0.6657157365729347
92,0.6263707278862722
93,0.6154499509826261
94,0.5599132524822658
95,0.5846742737149953
96,0.597593296702174
97,0.661518116680376
98,0.6256735567124954
99,0.6447049957558043
100,0.6197822424662645
101,0.6769407996965582
102,0.659739129085919
103,0.5882218447507231
104,0.6619181954674012
105,0.7265946263139756
106,0.7537875756176451
107,0.6380927946216086
108,0.6085761066740905
109,0.6546019128148391
110,0.5846663119396509
111,0.5470518946923565
112,0.6953016204758992
113,0.6204168751312393
114,0.7068681987030249
115,0.770130517365582
116,0.6401504059233826
117,0.6160122098774202
118,0.5949672790458531
119,0.761552615477958
120,0.6947114090033336
121,0.6090625376717922
122,0.6518072692201116
123,0.6262226207957671
124,0.6721151507395147
125,0.6662639085111073
126,0.6118725348304854
127,0.6287785836141955
128,0.6812056684401211
129,0.7720674835868799
130,0.6915678462877539
131,0.7425822553537647
132,0.6572921945502685
133,0.681098062994377
134,0.6960469663872437
135,0.6489689470542945
136,0.6589644002034684
137,0.6888187267014294
138,0.6871981081327838
139,0.6875348155186833
140,0.6880008416821106
141,0.7150463314449379
