time,prediction
1,0.4120329161818856
2,0.4035576804704022
3,0.3636026193216917
4,0.3228109203481039
5,0.37648415544500285
6,0.366703720947495
7,0.39857473035058977
8,0.37186642398218134
9,0.43384165780786493
10,0.4940794591594115
11,0.4146571691632532
12,0.39588535499039496
13,0.4551430626800433
14,0.3671613255757191
15,0.3901763695848752
16,0.3696616716472107
17,0.3595386309632728
18,0.4441838314456628
19,0.4175251170915519
20,0.4195090393263903
21,0.4027654162302607
22,0.3885173148896357
23,0.4281506486866453
24,0.4319225556154905
25,0.4405409348045432
26,0.38909077731211855
27,0.3862008569387119
28,0.3194253651798784
29,0.32841354799733175
30,0.31326157339220423
31,0.33294571014754853
32,0.4213687054165461
33,0.31591788763242584
34,0.3547357319515925
35,0.41650077513740796
36,0.4636574439996071
37,0.481581772706373
38,0.4430354339372591
39,0.4765107848956862
40,0.3399386046922917
41,0.3765976836173394
42,0.3309686035788363
43,0.37716908581016084
44,0.4899593241408306
45,0.4596382445409493
46,0.3663274687603209
47,0.35845578286994345
48,0.3777466834291166
49,0.3881138844715792
50,0.546391081645451
51,0.3171714669653711
52,0.38140325193199764
53,0.3561782188981249
54,0.45975789689656404
55,0.5108499041744821
56,0.4551408863876491
57,0.3768747003036941
58,0.3677731535346291
59,0.34891274823132806
60,0.3917812828445661
61,0.45483174343891847
62,0.5206831159551281
63,0.5721198634163879
64,0.5039415667338089
65,0.4443510131039894
66,0.4470825668503293
67,0.41391731607197707
68,0.5562278628494988
69,0.5416765397213908
70,0.5417339078792308
71,0.5448804371038566
72,0.6083262467029477
73,0.6304699560006667
74,0.5665958038215465
75,0.5066150979241194
76,0.526575000920094
77,0.5347225724891048
78,0.521363312388311
79,0.5854820614784949
80,0.4902832609451309
81,0.5355195432200346
82,0.5390223188803651
83,0.5929943880848265
84,0.5370126933805223
85,0.6296879594642737
86,0.49232167739124844
87,0.5867000194704245
88,0.5876093655400133
89,0.6214907046335784
90,0.6073417954609358
91,0.5726239719556678
92,0.5712236446372926
93,0.5221055145545478
94,0.5326226629427744
95,0.5426142163709455
96,0.5111002012966904
